idTransaccion,cuentaOrigen,cliente,tipo,monto,fecha,hora,estado
TX-000072,005-114835,Fernando Diaz,Retiro,4121.93,2026-01-22,04:13:09,Anulada
TX-000073,005-831295,Maria Soto,PagoServicio,1547.79,2026-01-05,18:19:18,Anulada
TX-000074,005-592198,Jorge Medina,PagoServicio,5117.18,2026-01-20,22:51:56,Pendiente
TX-000075,008-219629,Miguel Castro,Transferencia,6016.60,2026-01-29,18:29:45,Anulada
TX-000076,001-259097,Maria Soto,Deposito,1286.86,2026-04-07,09:18:26,Aprobada
TX-000077,009-901577,Sofia Rojas,Retiro,11637.65,2026-05-28,17:22:48,Observada
TX-000078,008-411797,Miguel Castro,PagoServicio,4587.65,2026-08-30,04:23:39,Aprobada
TX-000079,002-899787,Carlos Perez,Retiro,3977.05,2026-02-01,12:43:19,Rechazada
TX-000080,004-282256,Valeria Leon,Transferencia,2356.42,2026-06-08,15:39:35,Observada
TX-000081,008-405407,Ana Torres,Retiro,4328.69,2026-04-20,19:07:34,Observada
TX-000082,002-820775,Carlos Perez,Deposito,11819.54,2026-08-31,17:57:46,Anulada
TX-000083,004-545790,Luis Ramos,Retiro,9718.04,2026-12-19,19:00:30,Pendiente
TX-000084,003-174878,Ana Torres,Retiro,11891.50,2026-08-20,02:12:44,Anulada
TX-000085,005-560485,Luis Ramos,PagoServicio,10333.28,2026-09-29,17:59:26,Observada
TX-000086,005-624783,Valeria Leon,PagoServicio,6572.01,2026-08-21,06:06:20,Aprobada
TX-000087,007-870214,Pedro Castillo,Deposito,397.71,2026-03-30,21:43:48,Anulada
TX-000088,001-901909,Camila Ruiz,Deposito,8647.94,2026-10-24,08:41:29,Rechazada
TX-000089,008-644173,Camila Ruiz,PagoServicio,13741.93,2026-03-12,11:36:05,Anulada
TX-000090,007-765620,Miguel Castro,PagoServicio,14536.14,2026-07-02,12:48:51,Pendiente
TX-000091,007-449499,Pedro Castillo,Transferencia,12867.42,2026-05-09,01:59:34,Observada
TX-000092,008-402218,Camila Ruiz,PagoServicio,12205.35,2026-08-02,15:16:19,Aprobada
TX-000093,008-192337,Pedro Castillo,Deposito,4855.87,2026-10-28,00:40:06,Observada
TX-000094,009-964998,Ana Torres,PagoServicio,6204.58,2026-03-14,20:23:45,Anulada
TX-000095,006-752878,Rosa Herrera,PagoServicio,9384.88,2026-10-23,03:37:30,Aprobada
TX-000096,004-380028,Valeria Leon,Retiro,13915.81,2026-06-20,03:32:16,Observada
TX-000097,002-130271,Camila Ruiz,Retiro,10649.64,2026-05-01,16:24:04,Anulada
TX-000098,001-679077,Sofia Rojas,Transferencia,3378.26,2026-11-23,18:28:09,Aprobada
TX-000099,008-223172,Camila Ruiz,Retiro,7480.65,2026-10-06,07:13:37,Pendiente
TX-000100,009-839677,Lucia Vega,PagoServicio,12522.51,2026-07-03,09:24:26,Rechazada
TX-000101,008-678043,Maria Soto,PagoServicio,2867.25,2026-08-21,18:36:14,Anulada
TX-000102,003-173201,Lucia Vega,PagoServicio,5104.73,2026-11-02,22:03:30,Anulada
TX-000103,005-960408,Ana Torres,Deposito,10893.50,2026-11-22,05:50:28,Anulada
TX-000104,008-255813,Jorge Medina,PagoServicio,5183.41,2026-08-03,08:14:35,Anulada
TX-000105,007-577463,Elena Vargas,Deposito,13045.33,2026-09-28,21:09:23,Rechazada
TX-000106,007-344907,Miguel Castro,PagoServicio,664.27,2026-10-17,05:09:18,Observada
TX-000107,007-504832,Camila Ruiz,Retiro,7434.98,2026-01-15,09:02:52,Rechazada
TX-000108,009-718849,Pedro Castillo,Transferencia,13114.11,2026-06-20,23:57:04,Aprobada
TX-000109,009-579123,Ana Torres,Retiro,6155.58,2026-09-12,07:00:15,Rechazada
TX-000110,002-592296,Rosa Herrera,Deposito,5085.03,2026-09-27,00:28:29,Observada
TX-000111,002-993140,Pedro Castillo,PagoServicio,14312.55,2026-09-01,10:11:30,Observada
TX-000112,009-137642,Diego Flores,Transferencia,3529.21,2026-09-23,19:03:58,Pendiente
TX-000113,004-883041,Luis Ramos,PagoServicio,14675.28,2026-10-23,07:09:33,Aprobada
TX-000114,008-274446,Fernando Diaz,Deposito,13552.33,2026-01-18,20:40:00,Pendiente
TX-000115,001-407618,Pedro Castillo,Deposito,6465.99,2026-04-05,20:05:06,Anulada
TX-000116,007-693418,Camila Ruiz,Retiro,2558.05,2026-01-31,16:02:18,Anulada
TX-000117,007-749813,Camila Ruiz,Retiro,7470.03,2026-08-15,11:25:06,Rechazada
TX-000118,004-583550,Camila Ruiz,Deposito,6898.96,2026-09-16,23:24:21,Aprobada
TX-000119,008-401603,Camila Ruiz,Retiro,1117.19,2026-05-15,04:54:18,Anulada
TX-000120,005-769975,Sofia Rojas,Deposito,6857.97,2026-04-28,07:58:41,Rechazada
TX-000121,007-994787,Jorge Medina,Transferencia,3565.71,2026-08-11,02:42:21,Pendiente
TX-000122,005-833247,Lucia Vega,Transferencia,14669.39,2026-09-13,15:08:47,Observada
TX-000123,005-108491,Diego Flores,Transferencia,13660.15,2026-10-17,09:30:28,Observada
TX-000124,005-913423,Rosa Herrera,Retiro,9109.90,2026-05-17,19:52:09,Rechazada
TX-000125,004-751051,Lucia Vega,Retiro,9427.44,2026-12-17,20:19:58,Aprobada
TX-000126,005-926918,Jorge Medina,Transferencia,8697.81,2026-10-12,10:05:16,Rechazada
TX-000127,002-409445,Pedro Castillo,PagoServicio,2642.84,2026-02-21,07:49:06,Anulada
TX-000128,006-656639,Valeria Leon,Deposito,12458.78,2026-04-10,19:08:05,Observada
TX-000129,005-882824,Miguel Castro,Deposito,12065.45,2026-07-01,21:09:53,Aprobada
TX-000130,003-890785,Carlos Perez,PagoServicio,14509.37,2026-11-09,11:18:01,Anulada
TX-000131,006-194689,Rosa Herrera,PagoServicio,218.64,2026-07-28,09:12:59,Aprobada
TX-000132,008-486490,Camila Ruiz,Deposito,8772.56,2026-11-16,09:29:05,Pendiente
TX-000133,002-807617,Carlos Perez,PagoServicio,385.12,2026-12-10,09:39:57,Anulada
TX-000134,006-739717,Carlos Perez,Transferencia,9534.70,2026-06-30,07:17:13,Pendiente
TX-000135,007-222343,Maria Soto,Transferencia,14194.46,2026-04-29,04:53:00,Observada
TX-000136,002-201913,Carlos Perez,Retiro,5835.80,2026-05-25,02:04:40,Anulada
TX-000137,007-715870,Fernando Diaz,Retiro,13282.35,2026-09-12,08:18:52,Aprobada
TX-000138,008-745558,Sofia Rojas,Deposito,500.42,2026-05-24,21:35:22,Rechazada
TX-000139,008-566297,Carlos Perez,Deposito,1499.33,2026-09-24,07:00:11,Pendiente
TX-000140,009-776149,Pedro Castillo,Transferencia,5978.11,2026-03-15,17:08:38,Aprobada
TX-000141,008-196126,Camila Ruiz,Retiro,9629.15,2026-08-20,21:48:13,Aprobada
TX-000142,001-925013,Pedro Castillo,Retiro,14832.43,2026-11-02,15:10:03,Anulada
TX-000143,004-171942,Miguel Castro,Retiro,8799.88,2026-11-12,18:12:10,Rechazada
TX-000144,006-911984,Maria Soto,Transferencia,4166.35,2026-02-26,04:35:22,Rechazada
TX-000145,009-362829,Rosa Herrera,Retiro,1657.80,2026-12-03,11:52:46,Aprobada
TX-000146,003-115582,Pedro Castillo,Retiro,8836.91,2026-01-07,03:05:25,Rechazada
TX-000147,005-154944,Maria Soto,PagoServicio,7896.02,2026-10-17,14:06:14,Aprobada
TX-000148,008-570050,Rosa Herrera,Deposito,7703.44,2026-02-12,08:27:25,Observada
TX-000149,009-332311,Diego Flores,Transferencia,10911.37,2026-12-19,22:10:46,Anulada
TX-000150,005-580292,Camila Ruiz,Transferencia,921.77,2026-07-06,00:26:05,Observada
TX-000151,007-819425,Luis Ramos,PagoServicio,10688.90,2026-06-22,06:18:02,Aprobada
TX-000152,002-437758,Diego Flores,Retiro,994.58,2026-04-17,19:20:05,Anulada
TX-000153,009-846746,Pedro Castillo,PagoServicio,14919.47,2026-07-26,01:08:53,Pendiente
TX-000154,008-630108,Diego Flores,PagoServicio,1496.69,2026-09-30,13:03:29,Aprobada
TX-000155,009-855855,Miguel Castro,Retiro,6456.75,2026-12-11,21:36:29,Rechazada
TX-000156,007-455395,Miguel Castro,PagoServicio,5986.97,2026-10-11,08:28:53,Aprobada
TX-000157,006-547494,Pedro Castillo,Deposito,5620.77,2026-03-01,06:41:52,Observada
TX-000158,002-195656,Miguel Castro,Transferencia,1407.52,2026-02-07,12:02:44,Pendiente
TX-000159,003-683397,Ana Torres,Deposito,10053.50,2026-06-09,13:00:50,Pendiente
TX-000160,007-856086,Ana Torres,Deposito,9010.15,2026-05-17,13:34:48,Aprobada
TX-000161,009-323072,Maria Soto,PagoServicio,3371.43,2026-02-12,00:40:06,Pendiente
TX-000162,009-485415,Luis Ramos,Deposito,8615.76,2026-11-10,11:50:54,Observada
TX-000163,009-904711,Miguel Castro,Transferencia,9138.83,2026-09-13,11:25:53,Pendiente
TX-000164,001-289179,Lucia Vega,Deposito,13823.85,2026-05-17,07:46:31,Aprobada
TX-000165,003-250210,Diego Flores,PagoServicio,1053.09,2026-10-15,18:19:55,Aprobada
TX-000166,002-882354,Valeria Leon,Retiro,5649.15,2026-06-26,04:17:06,Pendiente
TX-000167,003-488028,Lucia Vega,Deposito,11654.77,2026-08-09,10:21:19,Anulada
TX-000168,002-155164,Maria Soto,Retiro,11318.99,2026-01-20,07:49:12,Aprobada
TX-000169,005-564637,Camila Ruiz,PagoServicio,7290.07,2026-06-21,16:09:01,Observada
TX-000170,005-326040,Rosa Herrera,Transferencia,5184.14,2026-02-13,01:34:03,Pendiente
TX-000171,008-652530,Camila Ruiz,Deposito,690.81,2026-06-03,12:07:18,Anulada
TX-000172,001-108060,Carlos Perez,Deposito,14180.41,2026-10-26,00:12:57,Rechazada
TX-000173,005-403507,Pedro Castillo,Transferencia,125.87,2026-10-18,02:40:34,Observada
TX-000174,003-235461,Sofia Rojas,Retiro,7508.93,2026-11-20,15:25:26,Pendiente
TX-000175,002-516359,Miguel Castro,Transferencia,6548.93,2026-06-28,13:13:12,Aprobada
TX-000176,006-703727,Sofia Rojas,PagoServicio,10645.39,2026-06-12,05:11:23,Pendiente
TX-000177,002-524707,Ana Torres,Deposito,2586.38,2026-08-29,01:20:42,Observada
TX-000178,006-192410,Sofia Rojas,Transferencia,3657.31,2026-08-17,16:40:41,Observada
TX-000179,009-182467,Sofia Rojas,Deposito,11189.61,2026-03-28,01:12:04,Pendiente
TX-000180,003-180089,Valeria Leon,Transferencia,7963.77,2026-03-17,07:18:48,Pendiente
TX-000181,006-862712,Miguel Castro,Retiro,3551.67,2026-02-26,20:57:32,Pendiente
TX-000182,004-281926,Diego Flores,Retiro,11405.63,2026-09-12,13:47:12,Aprobada
TX-000183,003-910389,Camila Ruiz,PagoServicio,6964.66,2026-08-07,22:23:43,Anulada
TX-000184,008-814220,Elena Vargas,Deposito,12965.06,2026-09-01,14:05:23,Pendiente
TX-000185,003-561124,Luis Ramos,PagoServicio,6638.70,2026-04-28,14:29:27,Pendiente
TX-000186,001-469038,Valeria Leon,Transferencia,4663.01,2026-06-25,12:08:33,Aprobada
TX-000187,001-486649,Miguel Castro,Deposito,1160.20,2026-12-02,15:23:38,Aprobada
TX-000188,009-503159,Jorge Medina,Transferencia,6751.51,2026-11-11,12:01:53,Anulada
TX-000189,004-437145,Diego Flores,PagoServicio,7525.50,2026-01-25,00:42:16,Observada
TX-000190,002-950360,Elena Vargas,Deposito,14735.96,2026-02-02,18:00:16,Anulada
TX-000191,003-141043,Carlos Perez,PagoServicio,14864.88,2026-07-23,12:40:22,Anulada
TX-000192,003-481574,Pedro Castillo,Deposito,5817.37,2026-10-28,18:32:06,Pendiente
TX-000193,001-927564,Camila Ruiz,Deposito,998.02,2026-02-06,16:51:33,Anulada
TX-000194,007-397949,Lucia Vega,Retiro,5007.10,2026-08-15,07:31:33,Rechazada
TX-000195,006-425301,Camila Ruiz,PagoServicio,1942.99,2026-10-03,06:48:42,Aprobada
TX-000196,005-686072,Sofia Rojas,Deposito,12199.64,2026-09-18,05:56:15,Anulada
TX-000197,002-777406,Camila Ruiz,PagoServicio,7632.24,2026-01-08,01:55:15,Pendiente
TX-000198,005-289019,Carlos Perez,Deposito,14215.55,2026-07-08,20:22:24,Rechazada
TX-000199,004-244247,Maria Soto,Transferencia,4443.92,2026-11-03,01:48:44,Aprobada
TX-000200,009-908320,Valeria Leon,Transferencia,9932.32,2026-12-07,08:34:21,Anulada
TX-000201,003-726258,Sofia Rojas,Retiro,2442.09,2026-11-19,20:41:51,Anulada
TX-000202,003-856215,Jorge Medina,Transferencia,6168.77,2026-09-20,16:09:33,Rechazada
TX-000203,008-740255,Lucia Vega,PagoServicio,3517.70,2026-04-03,21:12:43,Pendiente
TX-000204,008-975679,Carlos Perez,Deposito,10177.82,2026-08-10,12:41:38,Observada
TX-000205,008-906814,Lucia Vega,PagoServicio,7548.57,2026-06-12,14:12:06,Rechazada
TX-000206,004-940181,Diego Flores,Retiro,13096.30,2026-01-21,06:21:03,Observada
TX-000207,006-681478,Elena Vargas,Transferencia,10673.90,2026-07-20,08:37:26,Aprobada
TX-000208,005-187949,Rosa Herrera,Retiro,4099.14,2026-12-18,14:03:55,Anulada
TX-000209,003-971415,Sofia Rojas,Transferencia,14196.73,2026-03-28,05:32:39,Observada
TX-000210,006-127965,Sofia Rojas,Transferencia,5952.84,2026-05-26,05:34:25,Rechazada
TX-000211,007-185569,Pedro Castillo,Retiro,432.53,2026-12-28,11:55:34,Aprobada
TX-000212,006-929822,Maria Soto,Retiro,584.16,2026-12-23,06:45:07,Observada
TX-000213,003-895702,Fernando Diaz,PagoServicio,6734.54,2026-01-03,00:56:40,Aprobada
TX-000214,001-368355,Carlos Perez,Retiro,8236.58,2026-10-10,10:19:10,Anulada
TX-000215,009-543814,Luis Ramos,Deposito,3572.23,2026-02-17,07:42:32,Aprobada
TX-000216,004-540218,Camila Ruiz,PagoServicio,951.48,2026-11-21,22:29:41,Observada
TX-000217,009-117233,Camila Ruiz,Retiro,10780.98,2026-04-24,02:51:06,Observada
TX-000218,001-744674,Pedro Castillo,Retiro,8564.25,2026-03-14,17:53:31,Aprobada
TX-000219,009-478120,Luis Ramos,Transferencia,5862.90,2026-07-02,13:58:35,Aprobada
TX-000220,007-491435,Lucia Vega,Transferencia,5362.84,2026-01-27,05:42:02,Pendiente
TX-000221,004-868544,Camila Ruiz,Transferencia,11574.81,2026-10-13,12:26:21,Pendiente
TX-000222,003-146489,Pedro Castillo,Deposito,12204.50,2026-03-09,23:56:56,Observada
TX-000223,008-762423,Maria Soto,Retiro,955.88,2026-10-29,10:37:07,Observada
TX-000224,001-407696,Carlos Perez,Transferencia,11868.73,2026-12-11,00:09:53,Aprobada
TX-000225,006-425138,Valeria Leon,PagoServicio,14836.95,2026-07-30,21:24:46,Observada
TX-000226,005-138399,Rosa Herrera,Retiro,4298.80,2026-12-01,19:42:48,Aprobada
TX-000227,006-386488,Luis Ramos,Deposito,6559.90,2026-06-05,08:28:23,Observada
TX-000228,007-455505,Maria Soto,PagoServicio,10384.11,2026-05-23,15:55:17,Anulada
TX-000229,005-940064,Luis Ramos,PagoServicio,1193.12,2026-08-22,23:16:18,Rechazada
TX-000230,009-408036,Pedro Castillo,Transferencia,1210.23,2026-09-14,16:12:49,Pendiente
TX-000231,005-567576,Diego Flores,PagoServicio,2508.01,2026-06-22,09:31:33,Pendiente
TX-000232,008-144412,Fernando Diaz,Deposito,9226.62,2026-06-18,21:56:21,Pendiente
TX-000233,001-178686,Camila Ruiz,PagoServicio,5456.03,2026-11-08,02:45:20,Rechazada
TX-000234,001-249715,Miguel Castro,PagoServicio,531.64,2026-01-27,02:39:37,Rechazada
TX-000235,006-479742,Sofia Rojas,Transferencia,9080.37,2026-09-21,17:19:01,Observada
TX-000236,006-490084,Jorge Medina,Transferencia,8613.09,2026-07-25,14:55:25,Pendiente
TX-000237,007-429657,Camila Ruiz,Deposito,3751.68,2026-02-14,01:25:03,Aprobada
TX-000238,003-623285,Valeria Leon,PagoServicio,13704.00,2026-02-15,17:36:43,Pendiente
TX-000239,005-838237,Jorge Medina,Retiro,14945.51,2026-04-21,21:46:09,Observada
TX-000240,004-228594,Maria Soto,Transferencia,6786.12,2026-12-16,00:17:44,Observada
TX-000241,002-949884,Camila Ruiz,Deposito,10020.92,2026-10-03,13:23:48,Aprobada
TX-000242,009-668507,Lucia Vega,Deposito,12771.92,2026-10-04,10:32:30,Rechazada
TX-000243,006-633469,Carlos Perez,Transferencia,14777.14,2026-11-04,14:35:13,Rechazada
TX-000244,004-928766,Jorge Medina,Transferencia,5419.84,2026-08-11,06:00:43,Pendiente
TX-000245,008-942700,Valeria Leon,Retiro,9183.11,2026-02-03,11:35:11,Aprobada
TX-000246,005-517500,Fernando Diaz,PagoServicio,7890.18,2026-10-26,17:07:59,Observada
TX-000247,002-231414,Pedro Castillo,Transferencia,6755.12,2026-09-22,03:04:30,Anulada
TX-000248,006-234568,Elena Vargas,Retiro,11519.05,2026-02-20,02:40:27,Observada
TX-000249,009-158104,Miguel Castro,Transferencia,7776.35,2026-04-29,02:38:46,Rechazada
TX-000250,003-438334,Elena Vargas,Retiro,5196.89,2026-07-21,12:28:40,Pendiente
TX-000251,002-362778,Carlos Perez,Deposito,1886.30,2026-04-28,14:31:47,Anulada
TX-000252,009-197966,Valeria Leon,Retiro,8881.21,2026-08-14,12:01:03,Rechazada
TX-000253,003-790731,Diego Flores,Deposito,12639.52,2026-08-07,21:18:03,Aprobada
TX-000254,001-185168,Ana Torres,Deposito,9770.44,2026-10-25,20:34:33,Anulada
TX-000255,007-748133,Camila Ruiz,Transferencia,7475.59,2026-09-01,13:35:32,Anulada
TX-000256,005-773088,Lucia Vega,PagoServicio,3680.72,2026-11-10,13:02:27,Observada
TX-000257,005-575575,Luis Ramos,Transferencia,2379.63,2026-06-11,09:52:31,Observada
TX-000258,008-313933,Pedro Castillo,Retiro,4695.61,2026-10-06,23:37:38,Pendiente
TX-000259,006-518084,Maria Soto,Deposito,7729.55,2026-02-11,05:42:21,Pendiente
TX-000260,004-589131,Luis Ramos,Deposito,6749.44,2026-02-24,17:04:29,Aprobada
TX-000261,001-404309,Sofia Rojas,PagoServicio,3731.57,2026-12-03,01:15:01,Rechazada
TX-000262,006-705748,Fernando Diaz,Deposito,2855.61,2026-03-03,21:10:44,Observada
TX-000263,009-589491,Jorge Medina,Deposito,7465.58,2026-02-04,23:19:06,Observada
TX-000264,009-579441,Carlos Perez,Retiro,8754.33,2026-01-19,21:31:36,Aprobada
TX-000265,005-618934,Diego Flores,PagoServicio,4293.37,2026-01-04,04:13:08,Aprobada
TX-000266,007-240440,Elena Vargas,Deposito,10915.35,2026-10-24,15:39:39,Observada
TX-000267,006-147440,Sofia Rojas,Transferencia,8558.52,2026-03-17,14:19:08,Pendiente
TX-000268,009-402620,Luis Ramos,PagoServicio,7568.79,2026-10-24,20:45:45,Anulada
TX-000269,005-965401,Diego Flores,Transferencia,1938.66,2026-02-07,13:08:12,Observada
TX-000270,006-933510,Pedro Castillo,Deposito,11326.93,2026-03-19,07:21:14,Anulada
TX-000271,009-520884,Valeria Leon,Transferencia,689.10,2026-02-23,05:16:17,Pendiente
TX-000272,008-644559,Jorge Medina,Retiro,9097.85,2026-07-20,04:51:42,Rechazada
TX-000273,006-742848,Pedro Castillo,Retiro,5900.39,2026-08-28,10:12:03,Pendiente
TX-000274,006-631958,Miguel Castro,PagoServicio,10634.01,2026-04-27,10:15:02,Observada
TX-000275,001-486251,Pedro Castillo,Transferencia,14698.67,2026-08-15,16:29:53,Pendiente
TX-000276,001-725905,Jorge Medina,Deposito,14506.39,2026-11-01,01:11:38,Anulada
TX-000277,004-856442,Ana Torres,PagoServicio,2565.98,2026-09-02,06:56:24,Anulada
TX-000278,007-254954,Miguel Castro,Retiro,483.24,2026-09-30,01:19:41,Aprobada
TX-000279,004-119857,Jorge Medina,Deposito,6287.52,2026-06-10,09:04:01,Rechazada
TX-000280,007-626195,Rosa Herrera,PagoServicio,13093.54,2026-10-13,18:30:01,Aprobada
TX-000281,003-643878,Carlos Perez,Deposito,14971.86,2026-07-05,18:44:26,Anulada
TX-000282,007-428993,Maria Soto,PagoServicio,13682.74,2026-05-13,22:43:08,Anulada
TX-000283,006-808699,Rosa Herrera,Deposito,9155.05,2026-03-16,16:01:54,Rechazada
TX-000284,005-685196,Lucia Vega,Retiro,14122.87,2026-04-26,13:58:07,Pendiente
TX-000285,004-823769,Fernando Diaz,PagoServicio,4762.44,2026-05-16,11:04:52,Anulada
TX-000286,005-401769,Luis Ramos,PagoServicio,13437.45,2026-06-03,05:18:32,Pendiente
TX-000287,003-404561,Ana Torres,Deposito,14330.15,2026-01-31,16:36:27,Pendiente
TX-000288,008-787836,Lucia Vega,PagoServicio,3217.66,2026-11-18,13:04:09,Anulada
